Temperature,Humidity,Wind_Speed,Pressure,Cloud_Cover,Dew_Point,Month,Rainfall
26.236203565420873,34.81063430708957,13.085284186795299,1013.5446047973114,57.19958782835928,16.809065608323262,1,0
43.52142919229749,63.35207579026865,12.348939953599992,1017.883848901698,80.54323292999864,19.20306978125064,1,1
36.95981825434215,89.83566687011266,45.312729026051834,998.7663764577375,76.01609297901591,30.63642179606541,3,1
32.959754525911094,78.5779909127649,12.477309992475305,1011.870593486245,15.389990469377368,15.200131581796764,5,1
19.680559213273096,84.52489182891598,13.59748630643155,1010.0111094100312,14.92494697414739,31.08949054436514,3,1
19.67983561008608,72.70266933685738,37.969913120898184,1019.1490631875895,26.817436774491334,7.644032929300745,12,0
16.742508365045985,75.3821251614282,22.486992122527,1021.7130471168441,36.10747263410372,28.30395311625892,9,1
40.98528437324806,87.93565212522554,38.83552784775906,990.4254870017086,40.84555814084826,30.42642899164209,9,1
33.03345035229626,39.97344070873488,3.268307878219262,1013.5906971670578,67.96972168333453,10.454529585120163,3,0
36.242177333881365,59.15399709145124,24.378559683669216,991.8142529691905,5.66804321658354,17.91039597116601,3,0
15.617534828874074,37.69675534556818,1.6806800091641316,1009.2100532777074,3.4672704226066386,9.964993239909669,12,0
44.097295564859834,99.01344063973175,3.132660172767726,1000.0671455165287,39.191056294390904,26.19812386982653,5,1
39.97327922401266,95.52474717492906,45.321872667220546,1000.7371809832749,69.71636921379805,21.060433041849702,2,1
21.370173320348286,23.154144909480472,6.962268555879758,1002.3535476208325,19.343534295648258,24.059700401249632,6,0
20.454749016213018,76.44601380125508,26.621034113760857,1011.7452357167364,64.15044812562518,10.894609008686334,7,1
20.502135295603015,94.01986539325327,20.554780130035326,1001.6917487984069,25.982813794029948,11.352375861572586,9,1
24.127267288786133,34.44602761018668,17.367166312942135,1015.6444667706598,88.60861088135164,6.244919765297191,6,1
30.742692948967136,65.43561844421035,44.99166728436362,1004.1584584950855,89.56899442666165,14.662026055871891,3,0
27.958350559263472,93.23906380704335,1.091169838774475,992.3923620108485,29.72872042813265,21.79233984001025,12,1
23.736874205941255,22.715678286863906,33.189484308779456,1017.4315944869437,22.99937539632405,30.738047419919862,5,0
33.35558684167138,75.7936213797472,48.16972171067752,1000.0015413607447,41.13039720662313,25.00782342376042,4,1
19.184815819561255,43.78792058980406,28.008409173092097,1005.1468407859742,24.05315851801487,18.06188970199254,5,0
23.764339456056547,93.95169563012243,46.84112310165459,1013.9905359127665,67.23838432917036,33.593603431824135,8,1
25.99085529881075,97.68465961322943,2.6128939643011884,1001.635965500205,82.60646845482856,26.577356017274955,8,1
28.682099526511077,95.54131912907471,20.93966595370807,991.9804979651351,67.3092130911217,32.9049560858765,6,1
38.55527884179041,57.9371373325971,13.007889548102558,1003.0872366454485,82.43504472493495,20.82763919816497,1,1
20.99021346475079,88.96341207914507,36.54104824903649,1023.0557003943006,39.69921622074742,12.767128243794188,8,1
30.42703315240835,87.56395188280563,49.064854524862334,1012.4607039054496,15.631697070886085,6.58480059094166,8,0
32.772437065861276,45.528037859460454,12.82650312221239,1013.5017702033523,73.79509473975922,26.782545544515514,2,1
16.393512381599933,86.3132379320542,32.70873007370373,1012.1298753773174,36.047450514155386,8.639089940166023,4,0
33.226345557043146,22.96061077723941,9.904881637987007,996.9647248635803,67.12708252291326,14.083253848159016,12,0
20.115723710618745,67.70159027856424,28.266512728580494,1004.6416852435798,27.064394198176565,20.97412723651692,2,0
16.951547789558386,38.40070698301624,23.19662433441681,1016.2828929427161,8.122963480667266,21.93249763339243,4,0
43.466566117599996,29.645350862182305,48.60026648157685,993.5480514143605,99.25817954877634,23.01749590961408,12,0
43.96896099223678,26.156256130336732,30.42636363482333,999.7248471631399,15.620150793059928,9.987659910491018,10,0
39.25192044349383,75.70310207025118,17.475318604340938,999.6711687963049,98.8420993963481,16.392122144649463,7,1
24.13841307520112,47.18999710144529,5.704789244396668,1005.1206624658078,97.72799325664472,23.515826813509,9,1
17.930163420191516,77.98134172230093,7.562341436746728,1024.3129059329765,79.38181039080396,34.09456593901354,8,1
35.52699079536471,25.22850726391539,11.265846497561755,992.3625891339337,65.94229620819976,26.82893413099066,12,0
28.20457481218804,45.223227026448825,12.5483330670149,1008.1545348033209,57.78070502510847,32.67811271281873,9,0
18.661147045343366,63.15930339002698,42.53080289205689,996.2777638704274,86.61015453778347,27.866361749425312,8,1
29.855307303338105,83.25785318711709,28.061139414126245,1023.9736790893411,28.943952161948793,22.751509066772012,2,0
16.031655633456552,45.5002002345656,26.169545568718323,993.9656226654613,46.7681212484877,10.760701074090337,7,0
42.27961206236346,70.07131011496072,5.7384435934608735,1004.1260350826557,61.93899693665019,25.000569556775392,2,1
22.763399448000506,90.87821985889497,43.00698466747175,1015.8259744692112,41.11904758694911,23.701386978797213,12,1
34.875668530619464,69.26905505458436,36.140715160424186,1014.6594049809606,42.7486454090268,23.074075113717992,11,0
24.35133228268233,38.6367579802907,3.383418095000079,1004.7955022912877,33.02846675020844,19.693576039647223,2,0
30.602040635334326,21.952062524523043,35.39175486148844,1002.1283458783452,56.4231816684536,20.85969811967827,4,0
31.40130838029839,89.60790991207439,27.176910867132303,1003.9164332493505,85.0574528015116,15.033275813543122,1,0
20.545633665765813,21.701552868030973,4.086267287338913,999.2496692105524,20.152837800631286,20.579380779269094,5,0
44.08753883293676,89.97613381473596,22.915032076432823,997.186652854738,93.44330387534414,10.926677170354347,6,1
38.253984700833435,62.31497072217696,24.234814356502348,1006.9063894145612,68.90876537482296,29.155231920811303,9,1
43.18496824692568,95.1254158810317,8.288727008163788,999.3986814623663,82.32732126800302,10.573308640961233,10,1
41.844820512829465,83.90265886189323,47.284907350014116,1000.0611582714038,55.619069263001165,7.548988696683993,8,1
32.93699936433255,99.834728842667,42.49876857403309,1012.9864622216095,77.95167014240634,18.08738079071472,2,1
42.6562270506935,48.05694523613681,33.451116866455415,1023.8988066094962,1.620039733946721,24.749223185181854,1,0
17.654775061557586,81.37506311449016,23.11477805003036,1011.1273020195781,81.83804247795352,18.131504748006243,2,1
20.879485872574357,52.15447308873937,20.588277079225424,992.6942813472738,4.013885908536652,13.302623958539257,7,0
16.35681866731614,58.39004962431271,32.548673357547706,992.6454264848924,88.99133763628625,21.745135516713223,4,1
24.759909922897933,70.2004370574696,27.271593470345273,1023.2998127295948,99.19627472386433,15.410070062365998,10,1
26.660318690684463,89.8941691349071,3.113655294094281,1000.4051776607566,29.40674621767778,32.98603070379899,5,1
23.140470953216877,98.72667753594361,25.625132438516584,993.2223445128866,21.031855628579365,32.67935418810716,12,1
39.86212527455788,81.46187310916146,40.32018086164197,1010.9665605502634,76.53633638580408,20.071154599162863,7,1
25.70259980080768,53.4213425733867,22.961993879847903,1011.8277072401593,25.302634092025322,14.836519820547755,3,0
23.428035290621423,53.70856018216561,2.597828877713421,1012.6976687041541,86.55623831722035,27.113972418699174,10,1
31.280882494747456,79.00658412711132,39.31390996920165,999.359070975014,10.28425921574767,6.101388304492,2,0
19.22772674924288,39.10217166146418,10.06818910679872,990.5288739475067,12.595519637935826,19.243070181309538,7,0
39.06590942262119,28.837929050511573,12.931041744401938,1023.7755379309065,97.91515551006155,15.089701828110005,5,0
17.236519310393124,48.36977261126212,8.235317671614794,998.7812565991886,67.38388982700046,32.61607655307664,1,1
44.60660809801552,42.97911933232654,16.51075324357488,1013.6609200818392,84.68872244289528,5.360090818180476,1,0
38.16734307889972,43.7046496364792,37.83757528443175,1014.7320454457548,32.4329377351518,21.584446271550473,9,0
20.961470446025174,38.688620083992795,25.96929297519687,1011.350259597782,67.64837495206044,27.21990743199878,5,1
15.165663513708072,23.36745517090895,10.244063707535627,1000.9517587974777,59.42418273085972,19.550539625721235,1,0
39.463842853645026,21.429914778673105,43.89150390760204,999.4883688817423,60.3150120122947,7.56209090488165,7,0
36.205720315428515,99.01779117888252,43.97909274757646,1010.9183898945946,68.25324595377215,34.173841700837066,9,1
36.87021504122962,54.22185069886899,43.52892125230034,1020.3133471764093,57.53591731290986,20.540312941282938,11,0
38.13811040057837,50.74613177277453,11.939810569076965,1023.1356805123188,42.906236930266594,23.42558732957034,1,0
17.221339552022712,74.3717826154456,22.561967209049406,993.7067031541316,27.592269438054686,12.09829348122522,10,0
25.753971856328178,37.46031102920513,49.249482807043755,995.4190014409202,76.8581330913202,19.504942553204113,4,0
18.47607178575389,95.99689471601803,38.60062381549952,1023.0657690574078,22.62724300031862,17.874484758749656,3,0
40.89310277626781,82.90760115324417,1.358371061277991,1015.7787329917178,69.23543061544142,7.246875260059512,5,1
33.69894380482674,27.15288018498076,3.2602295630246028,1020.904783869042,23.333282264932663,8.184810606424016,7,0
24.926940745579476,53.40646206279427,23.19656884061664,997.092142194737,62.53301699544539,30.124175588563237,8,1
16.90675050858071,90.32946460497317,45.461010293078004,1010.5655054888291,74.70782671290289,12.194598566197708,2,1
24.329469651469864,95.57856178331282,26.935089897635713,1014.5398858046116,21.87138889065392,10.848748144958916,7,1
24.75549966080241,57.39212089998958,24.890625401714512,1013.8039159906441,5.994330086130828,20.147343537504177,1,0
36.888185350141924,69.07291113685662,5.273684997831529,1004.2853091803345,13.097374299417408,28.062413940875388,7,1
34.12672414065639,33.36271568736602,32.8390052362147,990.5388212091958,60.59969672710255,6.858395557369637,8,0
41.616382277289794,99.29349009095813,41.105158030011275,1010.4024119881492,84.94464062257356,22.304237589147675,2,1
29.16644775485848,38.53373611067547,19.021000375378115,998.8585538712863,4.499682123542437,8.5763132852172,9,0
18.58782737814905,95.41854193081005,38.78059254626638,1005.7588986150012,73.41512590416463,6.093831524768554,1,1
36.39734361668985,71.97173191938947,48.22383269504058,1023.5153355279336,34.13186459500521,6.5823185648665214,6,1
37.82355145850693,68.61894359030873,10.188322956384454,1003.9662361174852,47.85283699195225,30.02492324625324,1,0
31.83831592708489,61.015080881320685,26.166481559737065,1019.3930562332549,92.88595498455656,8.539174508841846,3,0
38.12901539863683,38.45358493742069,14.356897904228777,996.5989212012238,33.19715047358455,6.354540932368758,11,0
29.81386789093172,34.12224256044066,39.64272095169197,1013.5361174308761,46.5336933939486,18.13699661428737,6,0
30.681984881459822,37.63889672561403,28.879668294057875,1024.195243405363,1.3682414760681105,30.319804158260744,3,0
27.826230550756488,34.91506097154036,31.72912087751519,993.5662585305528,8.159872000483837,12.872251294679058,8,0
15.762573802322855,82.36675788534026,39.895707980794704,990.2911979779517,25.859159113478402,17.651378525777492,5,1
18.236742809799132,48.01002073333841,19.798523633122745,1005.1753977421415,2.7852240821074403,6.197675976912537,2,0
15.942875570602027,24.62741412507171,45.75450342035216,993.2418919067978,63.1375326048251,18.472355424046278,4,0
34.09231233791341,97.52821041126491,26.651443362307,1016.1934522386681,42.63983568016225,22.32839241911401,9,1
24.4306794322898,90.70287079707406,7.8977411417674,1022.0092032346996,54.814520272802206,22.127211612564345,4,1
30.257120734941083,94.22018265561704,34.79495590844012,1005.1907340448065,17.464718589632955,14.972800765230955,10,0
42.22699421778279,99.59262581171483,39.66306752191272,999.0549074754405,29.593202943661613,14.465995419894066,10,0
22.47876687446625,33.91161993755898,15.838083853376334,1005.2041161652313,66.38244748527251,8.198708568097937,8,1
27.31148769106889,51.699361512212704,42.85896284993765,1015.32067362475,96.53027236303998,16.003949619388052,5,0
37.66653415629146,80.6590780563273,45.30716273828832,990.316895655313,5.04167736022092,7.98484006618894,11,0
